Name,Docs,Tag,Crit,Status,Error,ElapsedTime,Failure
Build 1 . 0 . 0 . 283 . ECB-54 View Networks In The Project Suite . C2072: Admin View Networks in the Project,View Networks in the project with Admin account Aim: To validate viewing networks in the project with a Admin account Author: Aniruddha Sankoli,C2072,yes,FAIL,Error raised since searched network name did not match desired network Beatles,213.4,1
Build 1 . 0 . 0 . 283 . ECB-56 Create CBus Network Suite . C2056: Admin Create a C-bus Network- Ethernet-CNI,Create Networks with Ethernet-CNI in the project with Admin account Aim: To validate creating networks in the project with a Admin account Author: Aniruddha Sankoli,C2056,yes,FAIL,"LookupError: Find Control Timeout: {ClassName: 'Window', Name: 'SpaceLogic C-Bus Commission', Desc: '', ControlType: WindowControl}",89.2,0
Build 1 . 0 . 0 . 283 . ECB-58 Edit Selected cBus Network . C5144: Edit the selected C-Bus Network,"Design workspace, edit C-Bus Newtwork Aim: To validate editing C-Bus network in Design worksapce Author: Aniruddha Sankoli",C5144,yes,FAIL,Error raised since description property of network was found to be uneditable,272.4,1
Build 1 . 0 . 0 . 283 . ECB-59 Delete Selected C-Bus Network Suite . C2954: Delete the selected C-Bus Network as admin,Delete Network in the project with Admin account Aim: To validate deleting networks in the project with an Admin account Author: Aniruddha Sankoli,C2954,yes,FAIL,Error raised since network selection was not verified,331.1,1
Build 1 . 0 . 0 . 283 . ECB-609 View C-Bus Fixture Library Suite . C2958: View C-Bus Fixture Library as Admin,View C-Bus Fixture Library in the project with Admin account Aim: To validate viewing C-Bus Fixture Library in the project with a Worker account Author: Aniruddha Sankoli,C2958,yes,FAIL,Error raised since the Fixture list was not initially sorted in ascending order,243.5,1
Build 1 . 0 . 0 . 283 . ECB-610 Add C-Bus Devices to Network using selected Fixture Entry . C2974: Add C-Bus Devices to Network using selected Fixture Entry as Admin,Add C-Bus Devices to Network using selected Fixture Entry with Admin account Aim: To validate adding C-Bus Devices to Network using selected Fixture Entry with a Admin account Author: Aniruddha Sankoli,AddcBusDevice_Admin,yes,FAIL,Error raised since C-Bus Device addition 'C-Bus DALI-2 Gateway' was not successfully verified by double clicking. Expected '1' devices to be added found '2' to be added,320.2,1
Build 1 . 0 . 0 . 283 . ECB-611 Delete CBus Device from a Network . C3538: Delete C-Bus Device from a Network as admin,Delete C-Bus Device from a Network as admin Aim: To validate deleting C-Bus Device from a Network as admin Author: Aniruddha Sankoli,C3538,yes,FAIL,Device 'C-Bus DALI-2 Gateway #3' not found in device list,1046.8,0
Build 1 . 0 . 0 . 283 . ECB-613 View DALI Fixture Library Suite . C2983: View DALI Fixture Library as admin,View DALI Fixture Library in the project with Admin account Aim: To validate viewing DALI Fixture Library in the project with a Worker account Author: Aniruddha Sankoli,C2983,yes,FAIL,Error raised since the Fixture list was not initially sorted in ascending order,336.2,1
Build 1 . 0 . 0 . 283 . ECB-628 Deployment Open Network Using CBus Network Interface Suite . C8964: [Deployment] Open Network using C-Bus Network Interface,Deployment- Open Network using C-Bus Network Interface Aim: To validate opening Network in Deployment using C-Bus Network Interface Author: Aniruddha Sankoli,C8964,yes,FAIL,"Device 'C-Bus Network Interface Mk II, DIN rail' not found",265.7,0
Build 1 . 0 . 0 . 283 . ECB-842 Deployment Start a CBus Network Scan and Status of CBus Network Scan Phase 1 Suite . C4559: [Deployment] Display Live C-Bus Devices and status of C-Bus Network Scan Phase 1,Display Live C-Bus Devices and status of C-Bus Network Scan Phase 1 Aim: To validate display of Live C-Bus Devices and status of C-Bus Network Scan Phase 1 Author: Aniruddha Sankoli,C4559,yes,FAIL,"Device 'C-Bus Network Interface Mk II, DIN rail' not found",335.7,0
Build 1 . 0 . 0 . 283 . ECB-842 Deployment Start a CBus Network Scan and Status of CBus Network Scan Phase 1 Suite . C4561: [Deployment] Start a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan,Start a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan Aim: To validate starting a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan Author: Aniruddha Sankoli,C4561,yes,FAIL,"Device 'C-Bus Network Interface Mk II, DIN rail' not found",335.1,0
Build 1 . 0 . 0 . 283 . ECB-862 Deployment Display incremental updates to CBus Network Scan Phase 1 Suite . C8967: [Deployment] Display incremental updates to C-Bus Network Scan Phase 1,Display incremental updates to C-Bus Network Scan Phase 1 Aim: To validate closing C-bus Network (forcing a disconnect) Author: Aniruddha Sankoli,C8967,yes,FAIL,"Device 'C-Bus Network Interface Mk II, DIN rail' not found",335.1,0
Build 1 . 0 . 0 . 283 . ECB-89 View Devices for a C-Bus Network . C2048: View devices for a C-Bus Network as Admin,View devices for a C-Bus Network as Admin Aim: To validate viewing devices for a C-Bus Network as Admin Author: Aniruddha Sankoli,C2048,yes,FAIL,"Error raised since list not sorted in ascending order on first sort operation click.  Expected sorting order check ['', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2'] sorting order seen ['SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', '']",1350.2,1
Build 1 . 0 . 0 . 283 . ECB-943 Deployment Close Cbus Network Suite . C5176: [Deployment] Close C-bus Network (forcing a disconnect),Close C-bus Network (forcing a disconnect) Aim: To validate closing C-bus Network (forcing a disconnect) Author: Aniruddha Sankoli,C5176,yes,FAIL,"Device 'C-Bus Network Interface Mk II, DIN rail' not found",250.7,0
Build 1 . 0 . 0 . 283 . ECB-983 Project Explorer Networks Suite . C5099: Project Explorer- Networks,Project Explorer- Networks Aim: To validate network operations in Project Explorer tools tab Author: Aniruddha Sankoli,C5099,yes,FAIL,Error raised since first network name does not match network search,465.5,1
Build 1 . 0 . 0 . 283 . ECB-985 Tool Window Properties Suite . C5100: Tool Window- Properties Toolbar,Tool Window - Pproperties Toolbar Aim: To validate Library panel operations Author: Aniruddha Sankoli,C5100,yes,FAIL,Error raised since Property toolbar not closed,87.6,1
Build 1 . 0 . 0 . 284 . ECB-1095 View Devices in Design Workspace Suite . C5098: Tool Window- Project Explorer,Tool Window - Project Explorer Aim: To validate Library panel operations Author: Aniruddha Sankoli,C5098,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'PART_ColumnHeadersPresenter', ControlType: HeaderControl}",582.5,0
Build 1 . 0 . 0 . 284 . ECB-1384 Readdress Live Device in Reconciliation View Suite . C10939: [Deployment] Re-address Live Device in Reconciliation View,Deployment- Re-address Live Device in Reconciliation View Aim: To validate re-address Live Device in Reconciliation View Author: Aniruddha Sankoli,C10939,yes,FAIL,"Device 'C-Bus Network Interface Mk II, DIN rail' not found",251.5,0
Build 1 . 0 . 0 . 284 . ECB-32 Delete A Project Suite . C2993: Delete Project,Delete a Project as Admin Aim: To validate deleting a project as Admin Author: Aniruddha Sankoli,C2993,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'PART_YesButton', ControlType: ButtonControl}",57.5,1
Build 1 . 0 . 0 . 284 . ECB-34 Edit A Project suite . C1596: Edit a project,Edit a project Aim: To validate editing of project Author: Aniruddha Sankoli,C1596,yes,FAIL,"COMError: (-2146233079, None, (None, None, None, 0, None))",102.7,1
Build 1 . 0 . 0 . 284 . ECB-459 View DALI Devices on DALI Line Suite . C3020: View DALI Devices on a DALI Line as Admin,View C-Bus DALI Device on a DALI line as Admin Aim: To validate viewing C-Bus DALI Device on a DALI line as Admin Author: Aniruddha Sankoli,C3020,yes,FAIL,Error raised since the list was not sorted in Ascending order as expected on clicking on Name header,1547.9,1
Build 1 . 0 . 0 . 284 . ECB-460 Add and Delete DALI Devices on DALI Line . C2980: Delete DALI Devices on a DALI Line as Admin,Delete C-Bus DALI Device on a DALI line as Admin Aim: To validate deleting C-Bus DALI Device on a DALI line as Admin Author: Aniruddha Sankoli,ADeleteDALIDevice_Admin,yes,FAIL,Error raised since DALI device was not successfully deleted,958.4,0
Build 1 . 0 . 0 . 284 . ECB-54 View Networks In The Project Suite . C2072: Admin View Networks in the Project,View Networks in the project with Admin account Aim: To validate viewing networks in the project with a Admin account Author: Aniruddha Sankoli,C2072,yes,FAIL,Error raised since searched network name did not match desired network Beatles,203.7,1
Build 1 . 0 . 0 . 284 . ECB-58 Edit Selected cBus Network . C5144: Edit the selected C-Bus Network,"Design workspace, edit C-Bus Newtwork Aim: To validate editing C-Bus network in Design worksapce Author: Aniruddha Sankoli",C5144,yes,FAIL,Error raised since description property of network was found to be uneditable,256.5,1
Build 1 . 0 . 0 . 284 . ECB-59 Delete Selected C-Bus Network Suite . C2954: Delete the selected C-Bus Network as admin,Delete Network in the project with Admin account Aim: To validate deleting networks in the project with an Admin account Author: Aniruddha Sankoli,C2954,yes,FAIL,Error raised since network selection was not verified,316.9,1
Build 1 . 0 . 0 . 284 . ECB-609 View C-Bus Fixture Library Suite . C2958: View C-Bus Fixture Library as Admin,View C-Bus Fixture Library in the project with Admin account Aim: To validate viewing C-Bus Fixture Library in the project with a Worker account Author: Aniruddha Sankoli,C2958,yes,FAIL,Error raised since the Fixture list was not initially sorted in ascending order,231.3,1
Build 1 . 0 . 0 . 284 . ECB-610 Add C-Bus Devices to Network using selected Fixture Entry . C2974: Add C-Bus Devices to Network using selected Fixture Entry as Admin,Add C-Bus Devices to Network using selected Fixture Entry with Admin account Aim: To validate adding C-Bus Devices to Network using selected Fixture Entry with a Admin account Author: Aniruddha Sankoli,AddcBusDevice_Admin,yes,FAIL,Error raised since C-Bus Device addition 'C-Bus DALI-2 Gateway' was not successfully verified by double clicking. Expected '1' devices to be added found '2' to be added,302.3,1
Build 1 . 0 . 0 . 284 . ECB-611 Delete CBus Device from a Network . C3538: Delete C-Bus Device from a Network as admin,Delete C-Bus Device from a Network as admin Aim: To validate deleting C-Bus Device from a Network as admin Author: Aniruddha Sankoli,C3538,yes,FAIL,Device 'C-Bus DALI-2 Gateway #3' not found in device list,995.7,0
Build 1 . 0 . 0 . 284 . ECB-613 View DALI Fixture Library Suite . C2983: View DALI Fixture Library as admin,View DALI Fixture Library in the project with Admin account Aim: To validate viewing DALI Fixture Library in the project with a Worker account Author: Aniruddha Sankoli,C2983,yes,FAIL,Error raised since the Fixture list was not initially sorted in ascending order,316.6,1
Build 1 . 0 . 0 . 284 . ECB-628 Deployment Open Network Using CBus Network Interface Suite . C8964: [Deployment] Open Network using C-Bus Network Interface,Deployment- Open Network using C-Bus Network Interface Aim: To validate opening Network in Deployment using C-Bus Network Interface Author: Aniruddha Sankoli,C8964,yes,FAIL,"Device 'C-Bus Network Interface Mk II, DIN rail' not found",251.1,0
Build 1 . 0 . 0 . 284 . ECB-694 Logging Settings Suite . C2986: Logging Settings-Default,Logging Settings-Default Aim: To validate that default for Logging Settings is Information Author: Aniruddha Sankoli,C2986,yes,FAIL,"LookupError: Find Control Timeout: {Name: 'Schneider Electric', ControlType: TreeItemControl}",119.6,0
Build 1 . 0 . 0 . 284 . ECB-842 Deployment Start a CBus Network Scan and Status of CBus Network Scan Phase 1 Suite . C4559: [Deployment] Display Live C-Bus Devices and status of C-Bus Network Scan Phase 1,Display Live C-Bus Devices and status of C-Bus Network Scan Phase 1 Aim: To validate display of Live C-Bus Devices and status of C-Bus Network Scan Phase 1 Author: Aniruddha Sankoli,C4559,yes,FAIL,"Device 'C-Bus Network Interface Mk II, DIN rail' not found",381.3,0
Build 1 . 0 . 0 . 284 . ECB-842 Deployment Start a CBus Network Scan and Status of CBus Network Scan Phase 1 Suite . C4561: [Deployment] Start a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan,Start a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan Aim: To validate starting a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan Author: Aniruddha Sankoli,C4561,yes,FAIL,"Device 'C-Bus Network Interface Mk II, DIN rail' not found",381.1,0
Build 1 . 0 . 0 . 284 . ECB-862 Deployment Display incremental updates to CBus Network Scan Phase 1 Suite . C8967: [Deployment] Display incremental updates to C-Bus Network Scan Phase 1,Display incremental updates to C-Bus Network Scan Phase 1 Aim: To validate closing C-bus Network (forcing a disconnect) Author: Aniruddha Sankoli,C8967,yes,FAIL,"Device 'C-Bus Network Interface Mk II, DIN rail' not found",373.0,0
Build 1 . 0 . 0 . 284 . ECB-89 View Devices for a C-Bus Network . C2048: View devices for a C-Bus Network as Admin,View devices for a C-Bus Network as Admin Aim: To validate viewing devices for a C-Bus Network as Admin Author: Aniruddha Sankoli,C2048,yes,FAIL,"Error raised since list not sorted in ascending order on first sort operation click.  Expected sorting order check ['', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2'] sorting order seen ['SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', '']",1474.7,1
Build 1 . 0 . 0 . 284 . ECB-943 Deployment Close Cbus Network Suite . C5176: [Deployment] Close C-bus Network (forcing a disconnect),Close C-bus Network (forcing a disconnect) Aim: To validate closing C-bus Network (forcing a disconnect) Author: Aniruddha Sankoli,C5176,yes,FAIL,"Device 'C-Bus Network Interface Mk II, DIN rail' not found",282.8,0
Build 1 . 0 . 0 . 284 . ECB-983 Project Explorer Networks Suite . C5099: Project Explorer- Networks,Project Explorer- Networks Aim: To validate network operations in Project Explorer tools tab Author: Aniruddha Sankoli,C5099,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'ExplorerToolWindow', ControlType: PaneControl}",347.2,1
Build 1 . 0 . 0 . 284 . ECB-985 Tool Window Properties Suite . C5100: Tool Window- Properties Toolbar,Tool Window - Pproperties Toolbar Aim: To validate Library panel operations Author: Aniruddha Sankoli,C5100,yes,FAIL,Error raised since Property toolbar not closed,104.5,1
Build 1 . 0 . 0 . 286 . ECB-1095 View Devices in Design Workspace Suite . C5098: Tool Window- Project Explorer,Tool Window - Project Explorer Aim: To validate Library panel operations Author: Aniruddha Sankoli,C5098,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'PART_ColumnHeadersPresenter', ControlType: HeaderControl}",579.8,0
Build 1 . 0 . 0 . 286 . ECB-1384 Readdress Live Device in Reconciliation View Suite . C10939: [Deployment] Re-address Live Device in Reconciliation View,Deployment- Re-address Live Device in Reconciliation View Aim: To validate re-address Live Device in Reconciliation View Author: Aniruddha Sankoli,C10939,yes,FAIL,"Device 'C-Bus Network Interface Mk II, DIN rail' not found",250.1,0
Build 1 . 0 . 0 . 286 . ECB-32 Delete A Project Suite . C2993: Delete Project,Delete a Project as Admin Aim: To validate deleting a project as Admin Author: Aniruddha Sankoli,C2993,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'PART_YesButton', ControlType: ButtonControl}",56.5,1
Build 1 . 0 . 0 . 286 . ECB-34 Edit A Project suite . C1596: Edit a project,Edit a project Aim: To validate editing of project Author: Aniruddha Sankoli,C1596,yes,FAIL,Error raised since Project Description is read only and thus not editable,106.8,1
Build 1 . 0 . 0 . 286 . ECB-392 Verify Installation Language Select Suite . C2060: Show multi-language EULAs during client installer-English,Name: Multilanguage EULA's during Client Installer- English Aim: To validate Multilanguage EULA's selection availability during Client Installer- English Author: Aniruddha Sankoli,C2060,yes,FAIL,"LookupError: Find Control Timeout: {Name: 'Setup - SpaceLogic C-Bus Commission 1.0.0.286', Desc: '', ControlType: WindowControl} Also teardown failed: LookupError: Find Control Timeout: {Name: 'Cancel', ControlType: ButtonControl}",27.3,0
Build 1 . 0 . 0 . 286 . ECB-392 Verify Installation Language Select Suite . C2061: Show multi-language EULAs during client installer-Deutsche,Name: Multilanguage EULA's during Client Installer- Deutsche Aim: To validate Multilanguage EULA's selection availability during Client Installer- Deutsche Author: Aniruddha Sankoli,C2061,yes,FAIL,"LookupError: Find Control Timeout: {Name: 'Setup - SpaceLogic C-Bus Commission 1.0.0.286', Desc: '', ControlType: WindowControl} Also teardown failed: LookupError: Find Control Timeout: {Name: 'Abbrechen', ControlType: ButtonControl}",27.4,0
Build 1 . 0 . 0 . 286 . ECB-392 Verify Installation Language Select Suite . C2062: Show multi-language EULAs during client installer-Español,Name: Multilanguage EULA's during Client Installer- Español Aim: To validate Multilanguage EULA's selection availability during Client Installer- Español Author: Aniruddha Sankoli,C2062,yes,FAIL,"LookupError: Find Control Timeout: {Name: 'Instalar - SpaceLogic C-Bus Commission 1.0.0.286', Desc: '', ControlType: WindowControl} Also teardown failed: LookupError: Find Control Timeout: {Name: 'Cancelar', ControlType: ButtonControl}",86.3,0
Build 1 . 0 . 0 . 286 . ECB-392 Verify Installation Language Select Suite . C2063: Show multi-language EULAs during client installer-Français,Name: Multilanguage EULA's during Client Installer- Français Aim: To validate Multilanguage EULA's selection availability during Client Installer- Français Author: Aniruddha Sankoli,C2063,yes,FAIL,"LookupError: Find Control Timeout: {Name: 'Installation - SpaceLogic C-Bus Commission 1.0.0.286', Desc: '', ControlType: WindowControl} Also teardown failed: LookupError: Find Control Timeout: {Name: 'Annuler', ControlType: ButtonControl}",27.4,0
Build 1 . 0 . 0 . 286 . ECB-392 Verify Installation Language Select Suite . C2064: Show multi-language EULAs during client installer-Italiano,Name: Multilanguage EULA's during Client Installer- Italiano Aim: To validate Multilanguage EULA's selection availability during Client Installer- Italiano Author: Aniruddha Sankoli,C2064,yes,FAIL,"LookupError: Find Control Timeout: {Name: 'Installazione di SpaceLogic C-Bus Commission 1.0.0.286', Desc: '', ControlType: WindowControl} Also teardown failed: LookupError: Find Control Timeout: {Name: 'Annulla', ControlType: ButtonControl}",27.4,0
Build 1 . 0 . 0 . 286 . ECB-392 Verify Installation Language Select Suite . C2066: Show multi-language EULAs during client installer-Português (Portugal),Name: Multilanguage EULA's during Client Installer- Português (Portugal) Aim: To validate Multilanguage EULA's selection availability during Client Installer- Português (Portugal) Author: Aniruddha Sankoli,C2066,yes,FAIL,"LookupError: Find Control Timeout: {Name: 'SpaceLogic C-Bus Commission 1.0.0.286 - Instalação', Desc: '', ControlType: WindowControl} Also teardown failed: LookupError: Find Control Timeout: {Name: 'Cancelar', ControlType: ButtonControl}",27.5,0
Build 1 . 0 . 0 . 286 . ECB-392 Verify Installation Language Select Suite . C2067: Show multi-language EULAs during client installer-Turkish,Name: Multilanguage EULA's during Client Installer- Turkish Aim: To validate Multilanguage EULA's selection availability during Client Installer- Turkish Author: Aniruddha Sankoli,C2067,yes,FAIL,"LookupError: Find Control Timeout: {Name: 'SpaceLogic C-Bus Commission 1.0.0.286 - Kurulumu', Desc: '', ControlType: WindowControl} Also teardown failed: LookupError: Find Control Timeout: {Name: 'İptal', ControlType: ButtonControl}",27.4,0
Build 1 . 0 . 0 . 286 . ECB-392 Verify Installation Language Select Suite . C2068: Show multi-language EULAs during client installer-Russian,Name: Multilanguage EULA's during Client Installer- Russian Aim: To validate Multilanguage EULA's selection availability during Client Installer- Russian Author: Aniruddha Sankoli,C2068,yes,FAIL,"LookupError: Find Control Timeout: {Name: 'Установка — SpaceLogic C-Bus Commission 1.0.0.286', Desc: '', ControlType: WindowControl} Also teardown failed: LookupError: Find Control Timeout: {Name: 'Отмена', ControlType: ButtonControl}",27.4,0
Build 1 . 0 . 0 . 286 . ECB-392 Verify Installation Language Select Suite . C2069: Show multi-language EULAs during client installer-Japanese,Name: Multilanguage EULA's during Client Installer- Japanese Aim: To validate Multilanguage EULA's selection availability during Client Installer- Japanese Author: Aniruddha Sankoli,C2069,yes,FAIL,"LookupError: Find Control Timeout: {Name: 'SpaceLogic C-Bus Commission 1.0.0.286 セットアップ', Desc: '', ControlType: WindowControl} Also teardown failed: LookupError: Find Control Timeout: {Name: 'キャンセル', ControlType: ButtonControl}",27.5,0
Build 1 . 0 . 0 . 286 . ECB-459 View DALI Devices on DALI Line Suite . C3020: View DALI Devices on a DALI Line as Admin,View C-Bus DALI Device on a DALI line as Admin Aim: To validate viewing C-Bus DALI Device on a DALI line as Admin Author: Aniruddha Sankoli,C3020,yes,FAIL,Error raised since the list was not sorted in Ascending order as expected on clicking on Name header,1542.2,1
Build 1 . 0 . 0 . 286 . ECB-460 Add and Delete DALI Devices on DALI Line . C2980: Delete DALI Devices on a DALI Line as Admin,Delete C-Bus DALI Device on a DALI line as Admin Aim: To validate deleting C-Bus DALI Device on a DALI line as Admin Author: Aniruddha Sankoli,ADeleteDALIDevice_Admin,yes,FAIL,Error raised since DALI device was not successfully deleted,954.9,0
Build 1 . 0 . 0 . 286 . ECB-54 View Networks In The Project Suite . C2072: Admin View Networks in the Project,View Networks in the project with Admin account Aim: To validate viewing networks in the project with a Admin account Author: Aniruddha Sankoli,C2072,yes,FAIL,Error raised since searched network name did not match desired network Beatles,202.4,1
Build 1 . 0 . 0 . 286 . ECB-58 Edit Selected cBus Network . C5144: Edit the selected C-Bus Network,"Design workspace, edit C-Bus Newtwork Aim: To validate editing C-Bus network in Design worksapce Author: Aniruddha Sankoli",C5144,yes,FAIL,Error raised since description property of network was found to be uneditable,254.9,1
Build 1 . 0 . 0 . 286 . ECB-59 Delete Selected C-Bus Network Suite . C2954: Delete the selected C-Bus Network as admin,Delete Network in the project with Admin account Aim: To validate deleting networks in the project with an Admin account Author: Aniruddha Sankoli,C2954,yes,FAIL,Error raised since network selection was not verified,315.4,1
Build 1 . 0 . 0 . 286 . ECB-609 View C-Bus Fixture Library Suite . C2958: View C-Bus Fixture Library as Admin,View C-Bus Fixture Library in the project with Admin account Aim: To validate viewing C-Bus Fixture Library in the project with a Worker account Author: Aniruddha Sankoli,C2958,yes,FAIL,Error raised since the Fixture list was not initially sorted in ascending order,229.8,1
Build 1 . 0 . 0 . 286 . ECB-610 Add C-Bus Devices to Network using selected Fixture Entry . C2974: Add C-Bus Devices to Network using selected Fixture Entry as Admin,Add C-Bus Devices to Network using selected Fixture Entry with Admin account Aim: To validate adding C-Bus Devices to Network using selected Fixture Entry with a Admin account Author: Aniruddha Sankoli,AddcBusDevice_Admin,yes,FAIL,Error raised since C-Bus Device addition 'C-Bus DALI-2 Gateway' was not successfully verified by double clicking. Expected '1' devices to be added found '2' to be added,300.7,1
Build 1 . 0 . 0 . 286 . ECB-611 Delete CBus Device from a Network . C3538: Delete C-Bus Device from a Network as admin,Delete C-Bus Device from a Network as admin Aim: To validate deleting C-Bus Device from a Network as admin Author: Aniruddha Sankoli,C3538,yes,FAIL,Device 'C-Bus DALI-2 Gateway #3' not found in device list,992.2,0
Build 1 . 0 . 0 . 286 . ECB-613 View DALI Fixture Library Suite . C2983: View DALI Fixture Library as admin,View DALI Fixture Library in the project with Admin account Aim: To validate viewing DALI Fixture Library in the project with a Worker account Author: Aniruddha Sankoli,C2983,yes,FAIL,Error raised since the Fixture list was not initially sorted in ascending order,315.7,1
Build 1 . 0 . 0 . 286 . ECB-628 Deployment Open Network Using CBus Network Interface Suite . C8964: [Deployment] Open Network using C-Bus Network Interface,Deployment- Open Network using C-Bus Network Interface Aim: To validate opening Network in Deployment using C-Bus Network Interface Author: Aniruddha Sankoli,C8964,yes,FAIL,"Device 'C-Bus Network Interface Mk II, DIN rail' not found",250.3,0
Build 1 . 0 . 0 . 286 . ECB-694 Logging Settings Suite . C2986: Logging Settings-Default,Logging Settings-Default Aim: To validate that default for Logging Settings is Information Author: Aniruddha Sankoli,C2986,yes,FAIL,"LookupError: Find Control Timeout: {Name: 'Schneider Electric', ControlType: TreeItemControl}",102.4,0
Build 1 . 0 . 0 . 286 . ECB-842 Deployment Start a CBus Network Scan and Status of CBus Network Scan Phase 1 Suite . C4559: [Deployment] Display Live C-Bus Devices and status of C-Bus Network Scan Phase 1,Display Live C-Bus Devices and status of C-Bus Network Scan Phase 1 Aim: To validate display of Live C-Bus Devices and status of C-Bus Network Scan Phase 1 Author: Aniruddha Sankoli,C4559,yes,FAIL,"Device 'C-Bus Network Interface Mk II, DIN rail' not found",347.5,0
Build 1 . 0 . 0 . 286 . ECB-842 Deployment Start a CBus Network Scan and Status of CBus Network Scan Phase 1 Suite . C4561: [Deployment] Start a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan,Start a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan Aim: To validate starting a C-bus Network Scan Phase 1 as admin With Null IP then provide IP and scan Author: Aniruddha Sankoli,C4561,yes,FAIL,"Device 'C-Bus Network Interface Mk II, DIN rail' not found",346.2,0
Build 1 . 0 . 0 . 286 . ECB-862 Deployment Display incremental updates to CBus Network Scan Phase 1 Suite . C8967: [Deployment] Display incremental updates to C-Bus Network Scan Phase 1,Display incremental updates to C-Bus Network Scan Phase 1 Aim: To validate closing C-bus Network (forcing a disconnect) Author: Aniruddha Sankoli,C8967,yes,FAIL,"Device 'C-Bus Network Interface Mk II, DIN rail' not found",345.9,0
Build 1 . 0 . 0 . 286 . ECB-89 View Devices for a C-Bus Network . C2048: View devices for a C-Bus Network as Admin,View devices for a C-Bus Network as Admin Aim: To validate viewing devices for a C-Bus Network as Admin Author: Aniruddha Sankoli,C2048,yes,FAIL,"Error raised since list not sorted in ascending order on first sort operation click.  Expected sorting order check ['', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2'] sorting order seen ['SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', 'SYS_DAL2', '']",1380.7,1
Build 1 . 0 . 0 . 286 . ECB-943 Deployment Close Cbus Network Suite . C5176: [Deployment] Close C-bus Network (forcing a disconnect),Close C-bus Network (forcing a disconnect) Aim: To validate closing C-bus Network (forcing a disconnect) Author: Aniruddha Sankoli,C5176,yes,FAIL,"Device 'C-Bus Network Interface Mk II, DIN rail' not found",260.5,0
Build 1 . 0 . 0 . 286 . ECB-983 Project Explorer Networks Suite . C5099: Project Explorer- Networks,Project Explorer- Networks Aim: To validate network operations in Project Explorer tools tab Author: Aniruddha Sankoli,C5099,yes,FAIL,Error raised since first network name does not match network search,482.1,1
Build 1 . 0 . 0 . 286 . ECB-985 Tool Window Properties Suite . C5100: Tool Window- Properties Toolbar,Tool Window - Pproperties Toolbar Aim: To validate Library panel operations Author: Aniruddha Sankoli,C5100,yes,FAIL,Error raised since Property toolbar not closed,92.3,1
Build 1 . 0 . 0 . 287 . ECB-1095 View Devices in Design Workspace Suite . C5098: Tool Window- Project Explorer,Tool Window - Project Explorer Aim: To validate Library panel operations Author: Aniruddha Sankoli,C5098,yes,FAIL,"LookupError: Find Control Timeout: {AutomationId: 'PART_ColumnHeadersPresenter', ControlType: HeaderControl}",525.8,0
Build 1 . 0 . 0 . 287 . ECB-32 Delete A Project Suite . C2993: Delete Project,Delete a Project as Admin Aim: To validate deleting a project as Admin Author: Aniruddha Sankoli,C2993,yes,FAIL,Error raised since loaded project does not match expected name,65.7,0
Build 1 . 0 . 0 . 287 . ECB-34 Edit A Project suite . C1596: Edit a project,Edit a project Aim: To validate editing of project Author: Aniruddha Sankoli,C1596,yes,FAIL,Error raised since Project Description is read only and thus not editable,99.0,1
